"household_id","province","district","urban_rural","region","household_size","income","expenditure","education","satisfaction","has_internet","num_children"
6043,"Prov_08","Prov_08_Kab_04","Rural","Sulawesi",3,31204,25143,"SMA",4,1,2
6044,"Prov_04","Prov_04_Kab_03","Urban","Sumatera",4,130576,99120,"D3",3,1,2
6045,"Prov_05","Prov_05_Kab_05","Rural","Sumatera",4,40089,27009,"SMA",3,1,2
6046,"Prov_04","Prov_04_Kab_03","Urban","Sumatera",2,360089,295606,"S1",4,1,0
6047,"Prov_01","Prov_01_Kab_02","Urban","Jawa",3,47707,31126,"SMA",2,1,1
6048,"Prov_02","Prov_02_Kab_01","Rural","Jawa",2,82674,71732,"SD",4,1,1
6049,"Prov_01","Prov_01_Kab_02","Urban","Jawa",1,46079,31660,"D3",4,0,0
6050,"Prov_09","Prov_09_Kab_05","Rural","Sulawesi",1,35008,23801,"SD",2,0,0
6051,"Prov_09","Prov_09_Kab_03","Urban","Sulawesi",6,185762,114026,"S1",5,1,1
6052,"Prov_04","Prov_04_Kab_01","Rural","Sumatera",2,111455,100341,"SMP",3,0,0
6053,"Prov_01","Prov_01_Kab_01","Urban","Jawa",2,40320,32639,"D3",3,1,1
6054,"Prov_07","Prov_07_Kab_05","Rural","Kalimantan",5,49787,40936,"D3",4,1,3
6055,"Prov_04","Prov_04_Kab_05","Urban","Sumatera",6,38175,32761,"S1",3,1,0
6056,"Prov_04","Prov_04_Kab_02","Urban","Sumatera",2,76609,65488,"SD",3,1,1
6057,"Prov_01","Prov_01_Kab_04","Rural","Jawa",1,31876,20932,"SD",4,1,0
6058,"Prov_01","Prov_01_Kab_01","Rural","Jawa",5,120864,79664,"SMA",3,1,0
6059,"Prov_05","Prov_05_Kab_05","Urban","Sumatera",10,109197,54438,"SMP",4,1,2
6060,"Prov_01","Prov_01_Kab_01","Urban","Jawa",1,123827,97911,"S1",4,1,0
6061,"Prov_01","Prov_01_Kab_03","Rural","Jawa",1,42787,33495,"SD",1,0,0
6062,"Prov_03","Prov_03_Kab_03","Urban","Jawa",4,236454,142558,"SMA",4,0,2
6063,"Prov_05","Prov_05_Kab_05","Urban","Sumatera",3,72067,41702,"SMP",4,1,0
6064,"Prov_05","Prov_05_Kab_04","Urban","Sumatera",5,135828,100644,"SD",5,1,0
6065,"Prov_01","Prov_01_Kab_02","Urban","Jawa",1,62590,42098,"S1",3,0,0
6066,"Prov_02","Prov_02_Kab_01","Urban","Jawa",2,352458,271333,"SMA",4,0,0
6067,"Prov_03","Prov_03_Kab_04","Urban","Jawa",5,239845,217280,"SMP",3,1,1
6068,"Prov_09","Prov_09_Kab_02","Rural","Sulawesi",6,51451,37377,"S2+",2,0,2
6069,"Prov_08","Prov_08_Kab_04","Urban","Sulawesi",4,228076,184135,"D3",4,0,2
6070,"Prov_08","Prov_08_Kab_03","Rural","Sulawesi",6,20521,13350,"S1",3,0,1
6071,"Prov_08","Prov_08_Kab_04","Rural","Sulawesi",1,93096,70350,"SMA",4,1,0
6072,"Prov_02","Prov_02_Kab_05","Urban","Jawa",4,133633,78396,"S1",3,1,1
6073,"Prov_03","Prov_03_Kab_04","Urban","Jawa",4,155960,87000,"S1",3,0,1
6074,"Prov_06","Prov_06_Kab_03","Rural","Kalimantan",3,233106,197828,"SMA",3,0,0
6075,"Prov_08","Prov_08_Kab_01","Rural","Sulawesi",6,36719,23150,"SMP",3,1,0
6076,"Prov_10","Prov_10_Kab_01","Rural","Indonesia Timur",4,20177,11402,"SMA",3,1,0
6077,"Prov_01","Prov_01_Kab_05","Urban","Jawa",3,44598,40694,"SMP",3,1,1
6078,"Prov_03","Prov_03_Kab_02","Rural","Jawa",12,85770,47662,"S1",3,1,6
6079,"Prov_02","Prov_02_Kab_05","Urban","Jawa",1,115459,84845,"SD",4,0,0
6080,"Prov_01","Prov_01_Kab_01","Urban","Jawa",3,53601,39293,"SMA",3,1,2
6081,"Prov_09","Prov_09_Kab_02","Rural","Sulawesi",1,75254,54039,"SMA",3,1,0
6082,"Prov_06","Prov_06_Kab_04","Rural","Kalimantan",3,40698,28294,"SMP",2,0,2
6083,"Prov_04","Prov_04_Kab_01","Rural","Sumatera",3,21996,14613,"SMP",3,1,2
6084,"Prov_01","Prov_01_Kab_03","Urban","Jawa",5,131568,105182,"SMA",2,1,2
6085,"Prov_02","Prov_02_Kab_01","Urban","Jawa",5,173566,144763,"SMA",4,1,0
6086,"Prov_04","Prov_04_Kab_04","Urban","Sumatera",2,256178,195475,"S1",5,1,0
6087,"Prov_09","Prov_09_Kab_02","Urban","Sulawesi",4,141110,95423,"S2+",4,1,1
6088,"Prov_02","Prov_02_Kab_01","Urban","Jawa",6,161066,110421,"S1",5,1,0
6089,"Prov_06","Prov_06_Kab_02","Rural","Kalimantan",9,28528,19597,"SMA",3,1,1
6090,"Prov_08","Prov_08_Kab_01","Rural","Sulawesi",1,29281,20963,"SMA",2,0,0
6091,"Prov_08","Prov_08_Kab_03","Urban","Sulawesi",1,56011,33546,"D3",3,0,0
6092,"Prov_03","Prov_03_Kab_04","Urban","Jawa",5,57830,39401,"SD",3,1,0
6093,"Prov_01","Prov_01_Kab_01","Urban","Jawa",4,91660,57972,"SD",4,1,2
6094,"Prov_01","Prov_01_Kab_05","Urban","Jawa",2,261439,175529,"SMA",4,1,1
6095,"Prov_09","Prov_09_Kab_03","Urban","Sulawesi",7,86485,41473,"S1",3,1,4
6096,"Prov_01","Prov_01_Kab_05","Rural","Jawa",2,12086,7021,"S1",2,1,0
6097,"Prov_01","Prov_01_Kab_03","Urban","Jawa",2,36957,33882,"S1",2,1,1
6098,"Prov_07","Prov_07_Kab_03","Rural","Kalimantan",5,128694,106385,"SMA",5,0,0
6099,"Prov_01","Prov_01_Kab_04","Urban","Jawa",2,53822,38762,"SMA",3,1,0
6100,"Prov_03","Prov_03_Kab_03","Urban","Jawa",2,186063,110814,"SMA",4,0,0
6101,"Prov_04","Prov_04_Kab_05","Rural","Sumatera",1,34092,23648,"S1",3,0,0
6102,"Prov_07","Prov_07_Kab_03","Urban","Kalimantan",4,115640,77065,"S1",2,1,0
6103,"Prov_02","Prov_02_Kab_03","Urban","Jawa",3,27450,19426,"SMA",2,1,0
6104,"Prov_02","Prov_02_Kab_05","Urban","Jawa",3,228147,195985,"SD",2,0,1
6105,"Prov_03","Prov_03_Kab_04","Rural","Jawa",3,173909,124458,"SMP",4,0,1
6106,"Prov_02","Prov_02_Kab_04","Rural","Jawa",2,39616,37249,"SMP",3,1,1
6107,"Prov_10","Prov_10_Kab_01","Rural","Indonesia Timur",4,59014,45895,"S1",4,1,2
6108,"Prov_02","Prov_02_Kab_05","Urban","Jawa",3,223931,165060,"S1",3,1,0
6109,"Prov_01","Prov_01_Kab_04","Urban","Jawa",4,49515,24446,"S2+",3,1,3
6110,"Prov_02","Prov_02_Kab_01","Urban","Jawa",3,337275,260494,"S1",3,1,2
6111,"Prov_01","Prov_01_Kab_02","Rural","Jawa",3,49897,37360,"SD",2,1,2
6112,"Prov_09","Prov_09_Kab_03","Rural","Sulawesi",11,85870,75029,"S1",4,0,2
6113,"Prov_07","Prov_07_Kab_03","Rural","Kalimantan",2,79839,50476,"SMP",3,1,1
6114,"Prov_04","Prov_04_Kab_04","Urban","Sumatera",2,90800,60895,"S1",4,1,1
6115,"Prov_08","Prov_08_Kab_02","Urban","Sulawesi",4,133407,99664,"S1",3,1,3
6116,"Prov_03","Prov_03_Kab_03","Urban","Jawa",2,137825,139137,"SMA",3,1,1
6117,"Prov_08","Prov_08_Kab_03","Rural","Sulawesi",1,24345,18048,"SMA",2,1,0
6118,"Prov_01","Prov_01_Kab_02","Urban","Jawa",1,634979,422493,"SMA",4,0,0
6119,"Prov_05","Prov_05_Kab_02","Rural","Sumatera",5,88358,62115,"SMP",2,1,1
6120,"Prov_06","Prov_06_Kab_03","Rural","Kalimantan",5,107585,68155,"SMA",3,0,2
6121,"Prov_07","Prov_07_Kab_05","Rural","Kalimantan",2,75698,59399,"S1",3,0,1
6122,"Prov_08","Prov_08_Kab_03","Rural","Sulawesi",3,24656,13809,"SMA",4,1,1
6123,"Prov_06","Prov_06_Kab_04","Urban","Kalimantan",4,52715,32751,"SMA",4,0,0
6124,"Prov_06","Prov_06_Kab_05","Rural","Kalimantan",1,62077,46302,"S1",3,0,0
6125,"Prov_01","Prov_01_Kab_01","Urban","Jawa",3,114431,89314,"SMP",4,0,0
6126,"Prov_01","Prov_01_Kab_01","Rural","Jawa",4,92908,57900,"SMA",3,0,2
6127,"Prov_03","Prov_03_Kab_01","Urban","Jawa",1,325029,205521,"SMA",3,1,0
6128,"Prov_04","Prov_04_Kab_03","Rural","Sumatera",3,41991,30584,"D3",2,1,2
6129,"Prov_07","Prov_07_Kab_03","Rural","Kalimantan",9,21768,17504,"SMP",3,0,6
6130,"Prov_02","Prov_02_Kab_05","Urban","Jawa",4,164934,103018,"SMA",3,0,0
6131,"Prov_01","Prov_01_Kab_04","Urban","Jawa",8,151521,85218,"SMA",4,1,1
6132,"Prov_01","Prov_01_Kab_02","Rural","Jawa",5,213409,138128,"SMP",2,0,2
6133,"Prov_07","Prov_07_Kab_01","Rural","Kalimantan",4,145355,94909,"SMP",5,1,0
6134,"Prov_04","Prov_04_Kab_02","Rural","Sumatera",1,126233,120661,"SMP",4,1,0
6135,"Prov_01","Prov_01_Kab_04","Urban","Jawa",2,28008,22877,"SD",4,1,0
6136,"Prov_06","Prov_06_Kab_04","Rural","Kalimantan",4,39129,23673,"SD",3,1,3
6137,"Prov_02","Prov_02_Kab_04","Urban","Jawa",1,73986,59869,"SMP",2,1,0
6138,"Prov_02","Prov_02_Kab_02","Urban","Jawa",1,217826,187640,"SMP",4,1,0
6139,"Prov_02","Prov_02_Kab_05","Urban","Jawa",5,422456,258988,"SMP",5,1,2
6140,"Prov_02","Prov_02_Kab_04","Rural","Jawa",1,37873,26262,"S1",2,0,0
6141,"Prov_10","Prov_10_Kab_04","Urban","Indonesia Timur",3,125686,105605,"SD",3,1,0
6142,"Prov_05","Prov_05_Kab_04","Rural","Sumatera",3,110903,70966,"SMA",4,0,0
6143,"Prov_01","Prov_01_Kab_04","Rural","Jawa",4,68453,43552,"SD",4,1,1
6144,"Prov_06","Prov_06_Kab_02","Urban","Kalimantan",7,172317,98177,"D3",3,1,1
6145,"Prov_04","Prov_04_Kab_02","Urban","Sumatera",3,223486,168523,"SMA",3,1,2
6146,"Prov_06","Prov_06_Kab_04","Urban","Kalimantan",5,136946,94588,"SD",3,1,0
6147,"Prov_07","Prov_07_Kab_05","Rural","Kalimantan",1,228381,200426,"SMA",4,1,0
6148,"Prov_06","Prov_06_Kab_05","Rural","Kalimantan",5,22477,14890,"SMA",3,1,1
6149,"Prov_04","Prov_04_Kab_02","Rural","Sumatera",4,219560,120536,"SMA",4,1,0
6150,"Prov_01","Prov_01_Kab_01","Rural","Jawa",1,90845,60345,"SMA",4,0,0
6151,"Prov_05","Prov_05_Kab_02","Urban","Sumatera",5,62448,53489,"SMA",2,1,2
6152,"Prov_04","Prov_04_Kab_02","Rural","Sumatera",3,51179,35500,"S1",3,0,0
6153,"Prov_10","Prov_10_Kab_03","Rural","Indonesia Timur",7,14375,11424,"SMA",2,1,3
6154,"Prov_06","Prov_06_Kab_02","Rural","Kalimantan",3,57913,44067,"SMP",2,1,1
6155,"Prov_09","Prov_09_Kab_03","Rural","Sulawesi",5,15456,13446,"SMA",3,0,1
6156,"Prov_01","Prov_01_Kab_02","Rural","Jawa",2,97301,66637,"SMP",2,0,0
6157,"Prov_10","Prov_10_Kab_03","Rural","Indonesia Timur",6,42051,34705,"SD",1,0,2
6158,"Prov_05","Prov_05_Kab_04","Rural","Sumatera",4,66211,50693,"S1",3,1,3
6159,"Prov_09","Prov_09_Kab_02","Rural","Sulawesi",2,48670,33981,"S1",3,1,0
6160,"Prov_01","Prov_01_Kab_05","Urban","Jawa",2,129210,81177,"SMA",3,1,0
6161,"Prov_10","Prov_10_Kab_02","Urban","Indonesia Timur",3,70132,40897,"S1",2,1,1
6162,"Prov_10","Prov_10_Kab_02","Urban","Indonesia Timur",3,81764,53178,"SMA",3,1,0
6163,"Prov_10","Prov_10_Kab_04","Urban","Indonesia Timur",6,62428,46000,"S2+",4,1,1
6164,"Prov_04","Prov_04_Kab_01","Urban","Sumatera",5,102036,91534,"SD",3,1,4
6165,"Prov_01","Prov_01_Kab_04","Urban","Jawa",1,134966,78451,"S1",4,1,0
6166,"Prov_05","Prov_05_Kab_03","Rural","Sumatera",3,64720,56303,"SMA",5,0,2
6167,"Prov_09","Prov_09_Kab_02","Rural","Sulawesi",6,119391,78299,"SMA",4,1,1
6168,"Prov_02","Prov_02_Kab_01","Rural","Jawa",4,220665,194059,"S2+",4,1,2
6169,"Prov_05","Prov_05_Kab_05","Rural","Sumatera",6,39800,34684,"S1",3,1,1
6170,"Prov_08","Prov_08_Kab_05","Urban","Sulawesi",3,53255,38827,"SMP",3,0,0
6171,"Prov_01","Prov_01_Kab_05","Urban","Jawa",1,302693,205671,"S1",4,0,0
6172,"Prov_02","Prov_02_Kab_01","Urban","Jawa",5,277552,233274,"SMA",5,1,0
6173,"Prov_01","Prov_01_Kab_02","Urban","Jawa",1,91049,81912,"SMA",3,1,0
6174,"Prov_02","Prov_02_Kab_01","Urban","Jawa",3,176322,121534,"SMA",3,1,2
6175,"Prov_01","Prov_01_Kab_02","Urban","Jawa",4,373643,314245,"SMA",4,1,0
6176,"Prov_06","Prov_06_Kab_02","Rural","Kalimantan",3,97089,64990,"SMA",3,0,1
6177,"Prov_02","Prov_02_Kab_01","Rural","Jawa",4,37143,28125,"SMA",4,1,0
6178,"Prov_03","Prov_03_Kab_02","Urban","Jawa",3,312360,318983,"D3",4,1,1
6179,"Prov_05","Prov_05_Kab_05","Rural","Sumatera",4,29764,23478,"SMA",3,1,1
6180,"Prov_04","Prov_04_Kab_03","Urban","Sumatera",2,74833,49468,"SMA",2,1,1
6181,"Prov_05","Prov_05_Kab_02","Rural","Sumatera",3,36037,30151,"D3",4,1,1
6182,"Prov_02","Prov_02_Kab_04","Rural","Jawa",4,5202,3495,"SMP",2,0,0
6183,"Prov_04","Prov_04_Kab_01","Urban","Sumatera",3,219355,141389,"SMP",4,1,1
6184,"Prov_04","Prov_04_Kab_05","Urban","Sumatera",8,104082,84414,"D3",5,1,1
6185,"Prov_02","Prov_02_Kab_03","Urban","Jawa",2,83499,60246,"SMA",2,1,1
6186,"Prov_09","Prov_09_Kab_01","Rural","Sulawesi",6,69285,49080,"SMA",4,0,2
6187,"Prov_08","Prov_08_Kab_04","Urban","Sulawesi",1,66788,53180,"SMA",2,1,0
6188,"Prov_06","Prov_06_Kab_01","Rural","Kalimantan",1,176425,125713,"S2+",3,0,0
6189,"Prov_05","Prov_05_Kab_05","Urban","Sumatera",2,129402,85826,"D3",4,1,0
6190,"Prov_01","Prov_01_Kab_05","Rural","Jawa",3,12242,8001,"D3",3,0,1
6191,"Prov_06","Prov_06_Kab_04","Rural","Kalimantan",5,89639,55241,"SD",3,0,1
6192,"Prov_06","Prov_06_Kab_04","Rural","Kalimantan",5,44194,24971,"SMP",3,1,1
6193,"Prov_04","Prov_04_Kab_05","Rural","Sumatera",2,174480,96650,"SD",2,0,1
6194,"Prov_05","Prov_05_Kab_05","Urban","Sumatera",2,168733,113844,"SMP",5,0,0
6195,"Prov_01","Prov_01_Kab_04","Urban","Jawa",3,408116,308051,"S1",2,1,0
6196,"Prov_08","Prov_08_Kab_05","Rural","Sulawesi",3,114724,64371,"SD",4,0,2
6197,"Prov_08","Prov_08_Kab_01","Rural","Sulawesi",6,54123,34803,"S2+",3,0,3
6198,"Prov_08","Prov_08_Kab_04","Urban","Sulawesi",1,44242,34370,"SMA",4,0,0
6199,"Prov_01","Prov_01_Kab_05","Urban","Jawa",3,132104,107627,"SMA",3,1,1
6200,"Prov_02","Prov_02_Kab_03","Urban","Jawa",1,156307,103992,"SMP",3,1,0
6201,"Prov_09","Prov_09_Kab_03","Rural","Sulawesi",4,82929,51798,"SMA",4,1,2
6202,"Prov_08","Prov_08_Kab_03","Rural","Sulawesi",7,17934,11415,"D3",2,0,1
6203,"Prov_08","Prov_08_Kab_04","Rural","Sulawesi",1,51066,34700,"S2+",3,0,0
6204,"Prov_10","Prov_10_Kab_03","Rural","Indonesia Timur",1,93244,75127,"SMA",4,0,0
6205,"Prov_05","Prov_05_Kab_05","Rural","Sumatera",3,46068,36626,"S1",3,0,1
6206,"Prov_02","Prov_02_Kab_05","Rural","Jawa",6,76734,44117,"SMA",2,0,0
6207,"Prov_08","Prov_08_Kab_04","Rural","Sulawesi",1,259818,177534,"S2+",4,1,0
6208,"Prov_10","Prov_10_Kab_05","Urban","Indonesia Timur",3,213352,148068,"SMA",4,1,1
6209,"Prov_07","Prov_07_Kab_02","Rural","Kalimantan",5,39208,22476,"SD",2,1,1
6210,"Prov_08","Prov_08_Kab_01","Rural","Sulawesi",6,124684,92291,"SMA",3,0,0
6211,"Prov_06","Prov_06_Kab_01","Rural","Kalimantan",8,39125,22574,"D3",3,1,5
6212,"Prov_06","Prov_06_Kab_05","Rural","Kalimantan",5,183978,109827,"S1",3,1,1
6213,"Prov_02","Prov_02_Kab_03","Urban","Jawa",1,83173,73199,"SD",2,0,0
6214,"Prov_08","Prov_08_Kab_01","Urban","Sulawesi",10,107502,56947,"SMA",3,1,5
6215,"Prov_04","Prov_04_Kab_02","Urban","Sumatera",1,168380,143322,"SMP",3,1,0
6216,"Prov_06","Prov_06_Kab_01","Urban","Kalimantan",6,366006,285536,"D3",2,0,1
6217,"Prov_04","Prov_04_Kab_02","Rural","Sumatera",9,44296,34080,"SMA",4,0,2
6218,"Prov_05","Prov_05_Kab_04","Rural","Sumatera",3,30416,28257,"S1",4,1,2
6219,"Prov_06","Prov_06_Kab_01","Urban","Kalimantan",8,120265,96793,"SD",4,1,3
6220,"Prov_03","Prov_03_Kab_04","Rural","Jawa",10,48107,26759,"S1",2,0,6
6221,"Prov_01","Prov_01_Kab_01","Rural","Jawa",4,84165,49383,"SMP",4,0,1
6222,"Prov_03","Prov_03_Kab_03","Urban","Jawa",2,76465,54282,"S1",3,1,0
6223,"Prov_06","Prov_06_Kab_04","Rural","Kalimantan",4,181654,154723,"SMA",4,0,1
6224,"Prov_03","Prov_03_Kab_01","Urban","Jawa",4,17688,13477,"D3",3,0,0
6225,"Prov_02","Prov_02_Kab_01","Urban","Jawa",3,55601,34657,"SMA",3,1,0
6226,"Prov_03","Prov_03_Kab_05","Rural","Jawa",4,114300,93911,"SMA",3,0,1
6227,"Prov_05","Prov_05_Kab_05","Urban","Sumatera",5,304351,203356,"SMA",5,0,1
6228,"Prov_10","Prov_10_Kab_05","Urban","Indonesia Timur",4,58649,37151,"SMA",2,1,2
6229,"Prov_09","Prov_09_Kab_04","Urban","Sulawesi",1,34414,32276,"SMP",3,0,0
6230,"Prov_03","Prov_03_Kab_04","Rural","Jawa",3,415504,357229,"SMA",4,0,1
6231,"Prov_02","Prov_02_Kab_04","Rural","Jawa",2,54862,40883,"SD",3,0,1
6232,"Prov_05","Prov_05_Kab_05","Rural","Sumatera",5,82917,73282,"S1",3,1,1
6233,"Prov_05","Prov_05_Kab_05","Rural","Sumatera",2,81839,47644,"SMP",4,1,0
6234,"Prov_06","Prov_06_Kab_04","Rural","Kalimantan",2,57763,42027,"SMP",3,0,1
6235,"Prov_04","Prov_04_Kab_03","Urban","Sumatera",4,104395,73132,"SMA",3,1,0
6236,"Prov_08","Prov_08_Kab_02","Urban","Sulawesi",3,48980,32666,"SMA",3,1,2
6237,"Prov_01","Prov_01_Kab_01","Urban","Jawa",2,42194,21923,"SMA",2,0,1
6238,"Prov_03","Prov_03_Kab_02","Rural","Jawa",2,62998,33915,"SMA",2,0,0
6239,"Prov_02","Prov_02_Kab_05","Urban","Jawa",4,79751,45942,"SD",4,0,0
6240,"Prov_02","Prov_02_Kab_02","Urban","Jawa",5,70797,44290,"SMP",3,1,4
6241,"Prov_03","Prov_03_Kab_05","Urban","Jawa",5,225459,155789,"S1",5,1,3
6242,"Prov_05","Prov_05_Kab_03","Urban","Sumatera",6,167457,113128,"S1",4,1,0
6243,"Prov_04","Prov_04_Kab_04","Rural","Sumatera",6,11266,7364,"D3",4,1,0
6244,"Prov_05","Prov_05_Kab_05","Rural","Sumatera",2,37321,25890,"S1",4,1,0
6245,"Prov_06","Prov_06_Kab_05","Urban","Kalimantan",3,207283,162953,"S1",2,1,1
6246,"Prov_04","Prov_04_Kab_02","Rural","Sumatera",2,56800,30823,"SD",5,1,0
6247,"Prov_01","Prov_01_Kab_03","Rural","Jawa",4,28860,14889,"SMA",4,0,1
6248,"Prov_06","Prov_06_Kab_05","Urban","Kalimantan",1,60716,53499,"S1",3,1,0
6249,"Prov_10","Prov_10_Kab_01","Urban","Indonesia Timur",7,37649,31407,"SD",2,1,1
6250,"Prov_04","Prov_04_Kab_01","Rural","Sumatera",4,49788,36681,"S1",4,0,0
6251,"Prov_01","Prov_01_Kab_04","Urban","Jawa",3,58033,49315,"S1",4,0,0
6252,"Prov_01","Prov_01_Kab_02","Rural","Jawa",4,42885,33854,"SMA",3,0,3
6253,"Prov_01","Prov_01_Kab_02","Urban","Jawa",5,124566,116700,"S1",4,0,0
6254,"Prov_01","Prov_01_Kab_04","Rural","Jawa",3,13089,7134,"SMP",3,1,0
6255,"Prov_05","Prov_05_Kab_03","Rural","Sumatera",4,42057,37935,"SMA",3,1,1
6256,"Prov_08","Prov_08_Kab_05","Rural","Sulawesi",3,86017,49610,"SMA",3,1,1
6257,"Prov_01","Prov_01_Kab_04","Rural","Jawa",2,16811,10974,"SMA",2,1,0
6258,"Prov_09","Prov_09_Kab_01","Rural","Sulawesi",5,17919,16191,"S1",3,0,0
6259,"Prov_08","Prov_08_Kab_03","Rural","Sulawesi",5,19588,11420,"SD",4,0,1
6260,"Prov_01","Prov_01_Kab_03","Urban","Jawa",5,79887,56544,"S2+",1,1,1
6261,"Prov_05","Prov_05_Kab_05","Urban","Sumatera",5,92472,66059,"S1",4,1,1
6262,"Prov_05","Prov_05_Kab_01","Urban","Sumatera",1,114477,107947,"SMA",3,0,0
6263,"Prov_03","Prov_03_Kab_04","Urban","Jawa",3,73324,51895,"SD",4,1,1
6264,"Prov_05","Prov_05_Kab_01","Urban","Sumatera",2,233537,202558,"S2+",5,1,1
6265,"Prov_03","Prov_03_Kab_01","Rural","Jawa",5,43095,31162,"SMA",3,1,1
6266,"Prov_10","Prov_10_Kab_03","Rural","Indonesia Timur",8,30712,23796,"SD",4,0,4
6267,"Prov_04","Prov_04_Kab_03","Urban","Sumatera",7,75012,42845,"SMA",3,1,1
6268,"Prov_04","Prov_04_Kab_05","Urban","Sumatera",6,49985,38393,"SD",4,0,1
6269,"Prov_03","Prov_03_Kab_01","Urban","Jawa",8,364080,326928,"SMA",3,1,0
6270,"Prov_07","Prov_07_Kab_03","Rural","Kalimantan",5,80456,52610,"S1",3,1,3
6271,"Prov_03","Prov_03_Kab_05","Urban","Jawa",1,81079,53624,"D3",3,1,0
6272,"Prov_07","Prov_07_Kab_03","Rural","Kalimantan",4,91429,46531,"SMP",5,0,0
6273,"Prov_01","Prov_01_Kab_05","Urban","Jawa",3,25131,17499,"SD",2,1,0
6274,"Prov_02","Prov_02_Kab_03","Urban","Jawa",5,299030,243880,"SMA",3,1,0
6275,"Prov_05","Prov_05_Kab_04","Urban","Sumatera",4,148753,121666,"SMA",5,1,1
6276,"Prov_03","Prov_03_Kab_01","Urban","Jawa",3,180432,123819,"S1",3,1,2
6277,"Prov_03","Prov_03_Kab_01","Urban","Jawa",2,167984,99640,"S1",4,1,0
6278,"Prov_04","Prov_04_Kab_04","Urban","Sumatera",6,70496,43624,"S1",3,1,1
6279,"Prov_01","Prov_01_Kab_05","Urban","Jawa",3,101505,83109,"SMA",2,0,1
6280,"Prov_05","Prov_05_Kab_02","Urban","Sumatera",4,347945,268421,"SMA",4,1,1
6281,"Prov_02","Prov_02_Kab_03","Rural","Jawa",3,77352,53418,"SMA",3,1,2
6282,"Prov_02","Prov_02_Kab_03","Urban","Jawa",2,94550,49279,"SMA",4,1,0
6283,"Prov_03","Prov_03_Kab_02","Rural","Jawa",4,58414,51315,"D3",4,0,2
6284,"Prov_03","Prov_03_Kab_04","Rural","Jawa",6,44623,39496,"SMA",4,0,0
6285,"Prov_10","Prov_10_Kab_01","Urban","Indonesia Timur",3,135596,107547,"SMP",2,1,2
6286,"Prov_09","Prov_09_Kab_01","Urban","Sulawesi",4,166540,133999,"SMA",4,1,1
6287,"Prov_01","Prov_01_Kab_02","Urban","Jawa",4,234392,158357,"D3",3,1,1
6288,"Prov_09","Prov_09_Kab_05","Rural","Sulawesi",2,65708,58499,"SMP",3,0,1
6289,"Prov_04","Prov_04_Kab_04","Urban","Sumatera",1,74930,52210,"SMA",2,1,0
6290,"Prov_03","Prov_03_Kab_03","Urban","Jawa",4,25281,17247,"SD",1,1,0
6291,"Prov_02","Prov_02_Kab_05","Urban","Jawa",5,468187,345379,"SMP",4,1,2
6292,"Prov_01","Prov_01_Kab_03","Urban","Jawa",2,185419,129652,"SMA",3,1,0
6293,"Prov_01","Prov_01_Kab_04","Urban","Jawa",4,122057,66999,"SMA",3,1,0
6294,"Prov_02","Prov_02_Kab_01","Urban","Jawa",5,441621,337278,"SMP",3,1,0
6295,"Prov_07","Prov_07_Kab_05","Rural","Kalimantan",1,193679,136703,"SMA",4,0,0
6296,"Prov_02","Prov_02_Kab_01","Urban","Jawa",3,218685,163861,"S1",3,1,0
6297,"Prov_03","Prov_03_Kab_05","Urban","Jawa",4,59106,47018,"SD",3,0,1
6298,"Prov_05","Prov_05_Kab_02","Rural","Sumatera",3,58231,35120,"SMP",5,0,2
6299,"Prov_02","Prov_02_Kab_02","Rural","Jawa",4,18663,10376,"SMA",2,0,1
6300,"Prov_04","Prov_04_Kab_04","Rural","Sumatera",1,42516,34640,"SD",3,0,0
6301,"Prov_01","Prov_01_Kab_02","Rural","Jawa",2,157027,97394,"S2+",3,0,1
6302,"Prov_01","Prov_01_Kab_04","Rural","Jawa",2,31504,23932,"SMP",4,0,0
6303,"Prov_01","Prov_01_Kab_03","Urban","Jawa",3,89762,73652,"SD",3,1,0
6304,"Prov_02","Prov_02_Kab_03","Urban","Jawa",3,739187,517745,"D3",4,1,0
6305,"Prov_10","Prov_10_Kab_02","Rural","Indonesia Timur",5,10393,5470,"D3",3,0,3
6306,"Prov_03","Prov_03_Kab_04","Urban","Jawa",5,136061,116669,"SMA",4,1,2
6307,"Prov_08","Prov_08_Kab_03","Rural","Sulawesi",4,29359,17312,"SMA",3,0,3
6308,"Prov_01","Prov_01_Kab_03","Rural","Jawa",3,128452,108986,"D3",3,0,2
6309,"Prov_07","Prov_07_Kab_05","Rural","Kalimantan",2,52550,34441,"SMP",3,1,1
6310,"Prov_05","Prov_05_Kab_05","Rural","Sumatera",8,31257,16295,"S2+",3,0,0
6311,"Prov_03","Prov_03_Kab_04","Rural","Jawa",5,43418,32900,"SMA",2,1,0
6312,"Prov_04","Prov_04_Kab_01","Rural","Sumatera",6,116430,82689,"D3",4,0,5
6313,"Prov_03","Prov_03_Kab_01","Rural","Jawa",5,41490,38905,"SMA",4,1,2
6314,"Prov_07","Prov_07_Kab_01","Rural","Kalimantan",4,133829,110117,"SMA",3,1,0
6315,"Prov_05","Prov_05_Kab_04","Rural","Sumatera",1,120987,78090,"SMP",3,0,0
6316,"Prov_08","Prov_08_Kab_05","Urban","Sulawesi",2,114402,99019,"SMA",4,1,1
6317,"Prov_02","Prov_02_Kab_05","Urban","Jawa",1,361029,202777,"SMA",4,1,0
